snapshot,unserved_Dongola,unserved_Merowe,unserved_Atbara,unserved_PortSudan,unserved_Khartoum,unserved_WadMedani,unserved_Kosti,unserved_Sennar,unserved_Roseires,unserved_Gedaref,unserved_Kassala,unserved_ElObeid,unserved_ElFasher,unserved_Nyala,unserved_ElGeneina,unserved_Kadugli,unserved_EnNahud,unserved_EdDaein,unserved_Zalingei,merowe,kosti,garri12,garri4,bahri_st,bahri_gt,roseires,port_barge,jabal_awlia,sennar,khashm,el_obeid,upper_atbara,el_fasher,nyala,geneina,kadugli,nahud,ed_daein,zalingei,Egypt_import,Ethiopia_import
2024-08-01 00:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.052317944691902,3.701545296461269,1.9612362371690146,1.220927177876761,1.0209271778767608,1.470927177876761,1.3104635889383804,518.4589434005194,125.0,-0.0,-0.0,-0.0,-0.0,280.0,35.0,-0.0,-0.0,7.8,-0.0,94.09889897352117,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 01:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.052329703430422,3.7015531356202818,1.961242508496225,1.2209318813721683,1.0209318813721682,1.4709318813721683,1.3104659406860841,518.4594960612299,125.0,-0.0,-0.0,-0.0,-0.0,280.0,35.0,-0.0,-0.0,7.8,-0.0,94.09940067969802,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 02:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,69.61275530305836,113.12072736746984,78.31434971594065,52.20956647729377,-0.0,29.487468702733935,39.157174857970325,13.052391619323442,3.7015944128822955,1.9612755303058362,1.220956647729377,1.0209566477293768,1.470956647729377,1.3104783238646884,518.4624061082018,125.0,-0.0,-0.0,-0.0,-0.0,-0.0,35.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 03:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.05267807697273,3.7017853846484865,1.9614283077187897,1.221071230789092,1.021071230789092,1.471071230789092,1.310535615394546,518.4758696177183,125.0,-0.0,-0.0,-0.0,-0.0,280.0,35.0,-0.0,-0.0,7.8,-0.0,94.11426461750318,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 04:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.053841522506408,3.7025610150042727,1.9620488120034176,1.2215366090025634,1.0215366090025633,1.4715366090025634,1.3107683045012817,518.5305515578012,125.0,-0.0,-0.0,-0.0,-0.0,46.663904960273406,35.0,-0.0,7.5,7.8,-0.0,320.0,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 05:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.057984952404627,3.7053233016030855,1.964258641282468,1.2231939809618506,1.0231939809618504,1.4731939809618506,1.3115969904809253,518.7252927630175,125.0,-0.0,-0.0,-0.0,-0.0,280.0,35.0,-0.0,-0.0,-0.0,-0.0,102.14069130259743,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 06:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,117.63814118011264,87.13936383712047,-0.0,13.070904575568072,3.7139363837120474,1.971149106969638,1.2283618302272288,1.0283618302272286,1.4783618302272288,1.3141809151136143,519.3325150516993,125.0,-0.0,-0.0,-0.0,-0.0,-0.0,35.0,-0.0,-0.0,-0.0,-0.0,177.91442354033794,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 07:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,117.95494041392884,87.37402993624357,-0.0,13.106104490436536,3.7374029936243574,1.9899223948994855,1.2424417961746137,1.0424417961746135,1.4924417961746137,1.3212208980873068,520.9869110505173,125.0,-0.0,-0.0,-0.0,-0.0,-0.0,35.0,-0.0,7.5,7.8,-0.0,163.56482124178646,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 08:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,70.34490829210608,-0.0,18.44849780329173,52.75868121907956,118.70703274292902,87.9311353651326,39.56901091430967,13.18967030476989,3.7931135365132604,2.0344908292106085,1.2758681219079566,1.0758681219079564,1.5258681219079566,1.3379340609539783,524.9145043241849,125.0,-0.0,-0.0,-0.0,-0.0,-0.0,35.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 09:00:00,89.07899848952825,40.08554932028771,151.43429743219804,-0.0,133.61849773429236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.361849773429238,3.907899848952825,2.12631987916226,1.344739909371695,1.1447399093716948,1.594739909371695,1.3723699546858474,118.78959637486781,125.0,-0.0,-0.0,-0.0,-0.0,280.0,35.0,-0.0,7.5,7.8,-0.0,99.80559033298081,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 10:00:00,-0.0,-0.0,-0.0,3.6864921023752117,-0.0,-0.0,-0.0,-0.0,-0.0,123.01115180758606,91.119371709323,-0.0,13.66790575639845,4.1119371709323005,2.2895497367458404,1.4671623025593803,1.2671623025593801,1.7171623025593803,1.43358115127969,543.705078448352,125.0,-0.0,-0.0,-0.0,-0.0,-0.0,35.0,-0.0,-0.0,-0.0,-0.0,194.03345542275815,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 11:00:00,-0.0,-0.0,-0.0,11.124653895566468,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.132790868472904,4.421860578981937,2.537488463185549,1.6531163473891617,1.4531163473891615,1.9031163473891617,1.5265581736945808,558.11651692266,125.0,-0.0,-0.0,-0.0,-0.0,280.0,35.0,-0.0,-0.0,-0.0,-0.0,147.99907705484395,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 12:00:00,-0.0,-0.0,-0.0,20.623083690437028,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.726442730652314,4.817628487101542,2.8541027896812343,1.8905770922609255,1.6905770922609253,2.1405770922609255,1.6452885461304627,576.5197246502217,125.0,-0.0,-0.0,-0.0,-0.0,280.0,35.0,-0.0,7.5,7.8,-0.0,158.02822317449875,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 13:00:00,-0.0,-0.0,-0.0,30.51680779510346,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.344800487193966,5.229866991462643,3.183893593170115,2.1379201948775863,1.9379201948775862,2.3879201948775863,1.7689600974387931,595.688815103013,125.0,-0.0,-0.0,-0.0,-0.0,151.91148745360917,35.0,-0.0,-0.0,7.8,-0.0,320.0,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 14:00:00,-0.0,-0.0,-0.0,38.42962040442012,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.839351275276258,5.559567516850839,3.447654013480671,2.3357405101105027,2.1357405101105025,2.5857405101105027,1.8678702550552513,611.019889533564,125.0,-0.0,-0.0,-0.0,-0.0,280.0,35.0,-0.0,-0.0,-0.0,-0.0,220.81232107845364,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 15:00:00,-0.0,-0.0,-0.0,42.737878753422706,-0.0,-0.0,-0.0,-0.0,-0.0,144.9775567988003,107.39078281392614,-0.0,16.10861742208892,5.739078281392613,3.5912626251140907,2.443446968835568,2.243446968835568,2.693446968835568,1.921723484417784,619.3671400847566,125.0,-0.0,-0.0,-0.0,-0.0,59.932670396400816,35.0,-0.0,-0.0,-0.0,-0.0,200.0,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 16:00:00,-0.0,-0.0,-0.0,44.47088831077065,-0.0,86.49029610359023,140.5467311683341,97.301583116539,64.86772207769266,-0.0,-0.0,48.6507915582695,16.216930519423165,5.811287012948778,3.6490296103590225,2.486772207769267,2.2867722077692667,2.736772207769267,1.9433861038846334,622.7248461021181,125.0,-0.0,-0.0,-0.0,-0.0,71.26524480429629,35.0,-0.0,-0.0,7.8,-0.0,-0.0,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 17:00:00,-0.0,-0.0,-0.0,48.079724683504196,-0.0,-0.0,-0.0,-0.0,-0.0,147.9823451344711,109.61655195146007,-0.0,16.442482792719012,5.961655195146008,3.769324156116806,2.5769931170876044,2.376993117087604,2.8269931170876044,1.9884965585438021,629.7169665742894,125.0,-0.0,-0.0,-0.0,-0.0,261.44703540341334,35.0,-0.0,7.5,-0.0,-0.0,-0.0,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 18:00:00,-0.0,-0.0,-0.0,59.0236261210934,-0.0,91.34120870703113,148.42946414892558,102.75885979541002,68.50590653027335,-0.0,93.31480057690392,51.37942989770501,17.126476632568338,6.417651088378891,4.1341208707031125,2.850590653027334,2.6505906530273338,3.100590653027334,2.125295326513667,650.9207756096184,125.0,-0.0,-0.0,-0.0,-0.0,-0.0,35.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 19:00:00,-0.0,-0.0,-0.0,78.07420387564207,-0.0,-0.0,-0.0,-0.0,-0.0,164.85423968004866,122.11425161485086,-0.0,18.31713774222763,7.211425161485085,4.769140129188068,3.3268550968910517,3.1268550968910516,3.5768550968910517,2.363427548445526,687.8312700090564,125.0,-0.0,-0.0,-0.0,-0.0,112.06271904014596,35.0,-0.0,7.5,6.887179765994492,-0.0,193.1128202340055,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 20:00:00,-0.0,-0.0,-0.0,97.12414252809856,-0.0,-0.0,-0.0,-0.0,-0.0,175.56983017205545,130.0517260533744,-0.0,19.50775890800616,8.00517260533744,5.4041380842699525,3.8031035632024643,3.603103563202464,4.053103563202464,2.6015517816012323,724.7405261481911,125.0,-0.0,-0.0,-0.0,-0.0,144.2094905161663,35.0,-0.0,7.5,7.8,-0.0,192.2,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 21:00:00,-0.0,-0.0,-0.0,103.20810982920142,-0.0,106.06936994306714,-0.0,116.69076734343464,79.55202745730035,178.9920617789258,132.58671242883392,59.66402059297527,19.88800686432509,8.258671242883393,5.606936994306714,3.955202745730036,3.7552027457300357,4.205202745730036,2.677601372865018,736.5282127940777,125.0,-0.0,-0.0,-0.0,-0.0,-0.0,35.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 22:00:00,-0.0,-0.0,-0.0,89.47252590298439,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,21.62673574129175,-0.0,19.029532868936524,7.686355245957683,5.149084196766147,3.61181314757461,3.41181314757461,3.86181314757461,2.505906573787305,709.9155189370324,125.0,-0.0,-0.0,-0.0,-0.0,280.0,35.0,-0.0,7.5,7.8,-0.0,320.0,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-01 23:00:00,-0.0,-0.0,-0.0,61.648782360892085,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.290548897555755,6.5270325983705035,4.221626078696403,2.916219559022302,2.716219559022302,3.166219559022302,2.1581097795111512,656.0070158242285,125.0,-0.0,-0.0,-0.0,-0.0,280.0,35.0,-0.0,7.5,7.8,-0.0,267.4300862957123,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-02 00:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.660748406351146,3.4404989375674315,1.7523991500539449,1.0642993625404582,0.864299362540458,1.3142993625404582,1.232149681270229,500.0551750985039,125.0,-0.0,-0.0,-0.0,-0.0,37.39193200431558,35.0,-0.0,-0.0,7.8,-0.0,320.0,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-02 01:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.660759812327509,3.440506541551672,1.7524052332413378,1.0643039249310036,0.8643039249310034,1.3143039249310036,1.2321519624655017,500.0557111793929,125.0,-0.0,-0.0,-0.0,-0.0,280.0,35.0,-0.0,-0.0,-0.0,-0.0,85.19241865930704,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
2024-08-02 02:00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,113.94737883669366,84.40546580495827,-0.0,12.66081987074374,3.440546580495827,1.7524372643966615,1.064327948297496,0.8643279482974959,1.314327948297496,1.232163974148748,500.0585339249558,125.0,-0.0,-0.0,-0.0,-0.0,-0.0,35.0,-0.0,-0.0,7.8,-0.0,159.04213651008098,-0.0,5.0,5.0,4.0,4.2,3.75,1.3,60.0,50.0
