snapshot,Dongola,Merowe,Atbara,PortSudan,Khartoum,WadMedani,Kosti,Sennar,Roseires,Gedaref,Kassala,ElObeid,ElFasher,Nyala,ElGeneina,Kadugli,EnNahud,EdDaein,Zalingei
2024-08-01 00:00:00,87.01545296461268,39.15695383407571,147.92627003984157,208.83708711507043,130.52317944691902,69.61236237169015,113.12008885399649,78.31390766815142,52.20927177876761,117.47086150222712,87.01545296461268,39.15695383407571,13.052317944691902,8.70154529646127,6.961236237169015,5.220927177876761,5.220927177876761,5.220927177876761,2.6104635889383805
2024-08-01 01:00:00,87.01553135620281,39.15698911029126,147.9264033055448,208.83727525488675,130.52329703430422,69.61242508496225,113.12019076306366,78.31397822058253,52.20931881372169,117.4709673308738,87.01553135620281,39.15698911029126,13.052329703430422,8.701553135620282,6.961242508496225,5.220931881372168,5.220931881372168,5.220931881372168,2.610465940686084
2024-08-01 02:00:00,87.01594412882295,39.157174857970325,147.92710501899901,208.83826590917508,130.52391619323444,69.61275530305836,113.12072736746984,78.31434971594065,52.20956647729377,117.47152457391098,87.01594412882295,39.157174857970325,13.052391619323442,8.701594412882296,6.961275530305836,5.220956647729377,5.220956647729377,5.220956647729377,2.6104783238646885
2024-08-01 03:00:00,87.01785384648487,39.15803423091819,147.9303515390243,208.8428492315637,130.5267807697273,69.61428307718789,113.12321000043033,78.31606846183638,52.21071230789092,117.47410269275457,87.01785384648487,39.15803423091819,13.05267807697273,8.701785384648486,6.96142830771879,5.221071230789092,5.221071230789092,5.221071230789092,2.610535615394546
2024-08-01 04:00:00,87.02561015004272,39.16152456751922,147.9435372550726,208.86146436010253,130.53841522506409,69.62048812003418,113.13329319505554,78.32304913503845,52.21536609002563,117.48457370255767,87.02561015004272,39.16152456751922,13.053841522506408,8.702561015004273,6.962048812003418,5.2215366090025634,5.2215366090025634,5.2215366090025634,2.6107683045012817
2024-08-01 05:00:00,87.05323301603084,39.173954857213886,147.99049612725244,208.92775923847404,130.57984952404627,69.64258641282468,113.1692029208401,78.34790971442777,52.23193980961851,117.52186457164164,87.05323301603084,39.173954857213886,13.057984952404627,8.705323301603086,6.964258641282468,5.223193980961851,5.223193980961851,5.223193980961851,2.6115969904809253
2024-08-01 06:00:00,87.13936383712047,39.212713726704216,148.1369185231048,209.13447320908915,130.7090457556807,69.71149106969638,113.28117298825661,78.42542745340843,52.28361830227229,117.63814118011264,87.13936383712047,39.212713726704216,13.070904575568072,8.713936383712047,6.971149106969638,5.228361830227229,5.228361830227229,5.228361830227229,2.6141809151136144
2024-08-01 07:00:00,87.37402993624357,39.31831347130961,148.53585089161407,209.69767184698458,131.06104490436536,69.89922394899486,113.58623891711665,78.63662694261922,52.424417961746144,117.95494041392882,87.37402993624357,39.31831347130961,13.106104490436536,8.737402993624357,6.9899223948994855,5.242441796174614,5.242441796174614,5.242441796174614,2.621220898087307
2024-08-01 08:00:00,87.9311353651326,39.56901091430967,149.48293012072543,211.03472487631825,131.8967030476989,70.34490829210608,114.31047597467239,79.13802182861934,52.75868121907956,118.70703274292902,87.9311353651326,39.56901091430967,13.18967030476989,8.79311353651326,7.0344908292106085,5.275868121907957,5.275868121907957,5.275868121907957,2.6379340609539783
2024-08-01 09:00:00,89.07899848952825,40.08554932028771,151.43429743219804,213.7895963748678,133.61849773429236,71.2631987916226,115.80269803638673,80.17109864057542,53.44739909371695,120.25664796086313,89.07899848952825,40.08554932028771,13.361849773429238,8.907899848952825,7.12631987916226,5.344739909371695,5.344739909371695,5.344739909371695,2.6723699546858475
2024-08-01 10:00:00,91.119371709323,41.00371726919535,154.9029319058491,218.6864921023752,136.67905756398451,72.8954973674584,118.4551832221199,82.0074345383907,54.6716230255938,123.01115180758606,91.119371709323,41.00371726919535,13.66790575639845,9.1119371709323,7.28954973674584,5.46716230255938,5.46716230255938,5.46716230255938,2.73358115127969
2024-08-01 11:00:00,94.21860578981936,42.398372605418714,160.1716298426929,226.12465389556647,141.32790868472904,75.3748846318555,122.48418752676517,84.79674521083743,56.53116347389162,127.19511781625614,94.21860578981936,42.398372605418714,14.132790868472904,9.421860578981937,7.537488463185549,5.653116347389162,5.653116347389162,5.653116347389162,2.826558173694581
2024-08-01 12:00:00,98.17628487101543,44.17932819195694,166.89968428072623,235.62308369043703,147.26442730652315,78.54102789681234,127.62917033232006,88.35865638391388,58.90577092260926,132.53798457587084,98.17628487101543,44.17932819195694,14.726442730652314,9.817628487101542,7.854102789681234,5.8905770922609255,5.8905770922609255,5.8905770922609255,2.9452885461304628
2024-08-01 13:00:00,102.29866991462644,46.0344014615819,173.90773885486496,245.51680779510346,153.44800487193964,81.83893593170114,132.98827088901436,92.0688029231638,61.379201948775865,138.10320438474568,102.29866991462644,46.0344014615819,15.344800487193966,10.229866991462643,8.183893593170115,6.137920194877586,6.137920194877586,6.137920194877586,3.068960097438793
2024-08-01 14:00:00,105.59567516850838,47.51805382582877,179.51264778646424,253.42962040442012,158.39351275276258,84.47654013480671,137.2743777190609,95.03610765165755,63.35740510110503,142.55416147748633,105.59567516850838,47.51805382582877,15.839351275276258,10.559567516850839,8.44765401348067,6.335740510110503,6.335740510110503,6.335740510110503,3.1678702550552513
2024-08-01 15:00:00,107.39078281392614,48.32585226626676,182.56433078367442,257.7378787534227,161.0861742208892,85.9126262511409,139.60801765810396,96.65170453253351,64.43446968835568,144.9775567988003,107.39078281392614,48.32585226626676,16.10861742208892,10.739078281392613,8.59126262511409,6.443446968835568,6.443446968835568,6.443446968835568,3.221723484417784
2024-08-01 16:00:00,108.11287012948779,48.6507915582695,183.79187922012923,259.47088831077065,162.16930519423167,86.49029610359023,140.5467311683341,97.301583116539,64.86772207769266,145.9523746748085,108.11287012948779,48.6507915582695,16.216930519423165,10.811287012948778,8.649029610359023,6.486772207769267,6.486772207769267,6.486772207769267,3.2433861038846334
2024-08-01 17:00:00,109.61655195146007,49.32744837815703,186.34813831748212,263.0797246835042,164.4248279271901,87.69324156116807,142.5015175368981,98.65489675631406,65.76993117087605,147.9823451344711,109.61655195146007,49.32744837815703,16.442482792719012,10.961655195146008,8.769324156116806,6.576993117087604,6.576993117087604,6.576993117087604,3.288496558543802
2024-08-01 18:00:00,114.17651088378891,51.37942989770501,194.10006850244113,274.0236261210934,171.26476632568335,91.34120870703113,148.42946414892558,102.75885979541002,68.50590653027335,154.138289693115,114.17651088378891,51.37942989770501,17.126476632568338,11.417651088378891,9.134120870703113,6.850590653027334,6.850590653027334,6.850590653027334,3.425295326513667
2024-08-01 19:00:00,122.11425161485086,54.95141322668289,207.59422774524646,293.07420387564207,183.1713774222763,97.69140129188068,158.7485270993061,109.90282645336578,73.26855096891052,164.85423968004866,122.11425161485086,54.95141322668289,18.31713774222763,12.211425161485085,9.769140129188068,7.326855096891052,7.326855096891052,7.326855096891052,3.663427548445526
2024-08-01 20:00:00,130.0517260533744,58.52327672401848,221.08793429073648,312.12414252809856,195.0775890800616,104.04138084269952,169.06724386938672,117.04655344803696,78.03103563202464,175.56983017205545,130.0517260533744,58.52327672401848,19.50775890800616,13.00517260533744,10.404138084269952,7.803103563202464,7.803103563202464,7.803103563202464,3.901551781601232
2024-08-01 21:00:00,132.58671242883392,59.66402059297527,225.39741112901768,318.2081098292014,198.8800686432509,106.06936994306714,172.3627261574841,119.32804118595054,79.55202745730035,178.9920617789258,132.58671242883392,59.66402059297527,19.88800686432509,13.258671242883393,10.606936994306714,7.955202745730036,7.955202745730036,7.955202745730036,3.977601372865018
2024-08-01 22:00:00,126.86355245957684,57.088598606809576,215.66803918128062,304.4725259029844,190.29532868936525,101.49084196766147,164.92261819744988,114.17719721361915,76.1181314757461,171.26579582042874,126.86355245957684,57.088598606809576,19.029532868936524,12.686355245957683,10.149084196766147,7.61181314757461,7.61181314757461,7.61181314757461,3.805906573787305
2024-08-01 23:00:00,115.27032598370504,51.87164669266727,195.95955417229857,276.6487823608921,172.90548897555755,92.21626078696403,149.85142377881655,103.74329338533454,69.16219559022302,155.6149400780018,115.27032598370504,51.87164669266727,17.290548897555755,11.527032598370504,9.221626078696403,6.916219559022302,6.916219559022302,6.916219559022302,3.458109779511151
2024-08-02 00:00:00,84.4049893756743,37.98224521905344,143.48848193864632,202.57197450161834,126.60748406351146,67.52399150053945,109.7264861883766,75.96449043810688,50.642993625404586,113.94673565716032,84.4049893756743,37.98224521905344,12.660748406351146,8.440498937567432,6.752399150053945,5.064299362540458,5.064299362540458,5.064299362540458,2.532149681270229
2024-08-02 01:00:00,84.40506541551672,37.98227943698252,143.48861120637844,202.57215699724014,126.60759812327508,67.52405233241338,109.72658504017174,75.96455887396505,50.643039249310036,113.94683831094757,84.40506541551672,37.98227943698252,12.660759812327509,8.440506541551672,6.752405233241338,5.064303924931004,5.064303924931004,5.064303924931004,2.532151962465502
2024-08-02 02:00:00,84.40546580495827,37.982459612231224,143.48929186842906,202.57311793189984,126.6081987074374,67.52437264396661,109.72710554644576,75.96491922446245,50.64327948297496,113.94737883669366,84.40546580495827,37.982459612231224,12.66081987074374,8.440546580495827,6.7524372643966615,5.064327948297496,5.064327948297496,5.064327948297496,2.532163974148748
2024-08-02 03:00:00,84.40731823109033,37.98329320399065,143.49244099285357,202.5775637546168,126.6109773466355,67.52585458487226,109.72951370041743,75.9665864079813,50.6443909386542,113.94987961197195,84.40731823109033,37.98329320399065,12.66109773466355,8.440731823109033,6.752585458487227,5.0644390938654205,5.0644390938654205,5.0644390938654205,2.5322195469327102
2024-08-02 04:00:00,84.41484184554143,37.986678830493645,143.50523113742042,202.59562042929943,126.62226276831215,67.53187347643315,109.73929439920386,75.97335766098729,50.64890510732486,113.96003649148093,84.41484184554143,37.986678830493645,12.662226276831214,8.441484184554144,6.753187347643315,5.064890510732486,5.064890510732486,5.064890510732486,2.532445255366243
2024-08-02 05:00:00,84.44163602554991,37.99873621149746,143.55078124343487,202.6599264613198,126.66245403832487,67.55330882043994,109.7741268332149,75.99747242299492,50.66498161532995,113.99620863449239,84.44163602554991,37.99873621149746,12.666245403832487,8.444163602554992,6.755330882043993,5.066498161532995,5.066498161532995,5.066498161532995,2.5332490807664976
2024-08-02 06:00:00,84.52518292200686,38.03633231490309,143.69281096741167,202.8604390128165,126.7877743830103,67.62014633760549,109.88273779860893,76.07266462980618,50.715109753204125,114.10899694470928,84.52518292200686,38.03633231490309,12.678777438301031,8.452518292200686,6.76201463376055,5.071510975320412,5.071510975320412,5.071510975320412,2.535755487660206
2024-08-02 07:00:00,84.75280903815626,38.13876406717032,144.07977536486564,203.40674169157504,127.1292135572344,67.80224723052501,110.17865174960315,76.27752813434064,50.85168542289376,114.41629220151096,84.75280903815626,38.13876406717032,12.71292135572344,8.475280903815626,6.780224723052501,5.0851685422893755,5.0851685422893755,5.0851685422893755,2.5425842711446878
2024-08-02 08:00:00,85.29320130417862,38.38194058688038,144.99844221710367,204.7036831300287,127.93980195626793,68.2345610433429,110.88116169543221,76.76388117376077,51.17592078250718,115.14582176064114,85.29320130417862,38.38194058688038,12.793980195626794,8.529320130417862,6.82345610433429,5.117592078250717,5.117592078250717,5.117592078250717,2.5587960391253586
2024-08-02 09:00:00,86.40662853484238,38.88298284067908,146.89126850923205,207.37590848362174,129.6099428022636,69.12530282787391,112.3286170952951,77.76596568135815,51.843977120905436,116.64894852203723,86.40662853484238,38.88298284067908,12.960994280226359,8.640662853484239,6.912530282787391,5.184397712090544,5.184397712090544,5.184397712090544,2.592198856045272
2024-08-02 10:00:00,88.38579055804331,39.77360575111949,150.25584394867363,212.12589733930395,132.57868583706497,70.70863244643465,114.9015277254563,79.54721150223898,53.03147433482599,119.32081725335847,88.38579055804331,39.77360575111949,13.257868583706497,8.838579055804331,7.070863244643465,5.303147433482598,5.303147433482598,5.303147433482598,2.651573716741299
2024-08-02 11:00:00,91.39204761612477,41.12642142725615,155.3664809474121,219.34091427869944,137.08807142418715,73.11363809289982,118.8096619009622,82.2528428545123,54.83522856967486,123.37926428176844,91.39204761612477,41.12642142725615,13.708807142418715,9.139204761612477,7.311363809289982,5.483522856967486,5.483522856967486,5.483522856967486,2.741761428483743
2024-08-02 12:00:00,95.23099632488497,42.85394834619824,161.89269375230444,228.55439117972392,142.84649448732745,76.18479705990796,123.80029522235046,85.70789669239647,57.13859779493098,128.5618450385947,95.23099632488497,42.85394834619824,14.284649448732745,9.523099632488496,7.618479705990797,5.713859779493098,5.713859779493098,5.713859779493098,2.856929889746549
2024-08-02 13:00:00,99.22970981718763,44.65336941773443,168.69050668921898,238.1513035612503,148.84456472578145,79.3837678537501,128.99862276234393,89.30673883546886,59.537825890312575,133.9601082532033,99.22970981718763,44.65336941773443,14.884456472578144,9.922970981718763,7.93837678537501,5.953782589031258,5.953782589031258,5.953782589031258,2.976891294515629
2024-08-02 14:00:00,102.42780491345313,46.09251221105391,174.12726835287032,245.82673179228752,153.64170737017972,81.94224393076252,133.1561463874891,92.18502442210782,61.45668294807188,138.27753663316173,102.42780491345313,46.09251221105391,15.36417073701797,10.242780491345314,8.19422439307625,6.145668294807188,6.145668294807188,6.145668294807188,3.072834147403594
2024-08-02 15:00:00,104.16905932950836,46.87607669827876,177.0874008601642,250.00574239082005,156.25358899426251,83.33524746360668,135.41977712836086,93.75215339655752,62.50143559770501,140.62823009483628,104.16905932950836,46.87607669827876,15.625358899426253,10.416905932950835,8.333524746360668,6.2501435597705015,6.2501435597705015,6.2501435597705015,3.1250717798852508
2024-08-02 16:00:00,104.86948402560314,47.19126781152141,178.27812284352535,251.68676166144755,157.30422603840472,83.89558722048251,136.3303292332841,94.38253562304283,62.92169041536189,141.57380343456424,104.86948402560314,47.19126781152141,15.730422603840472,10.486948402560314,8.389558722048251,6.292169041536189,6.292169041536189,6.292169041536189,3.1460845207680945
2024-08-02 17:00:00,106.32805539291627,47.84762492681232,180.75769416795768,255.18733294299906,159.4920830893744,85.06244431433302,138.22647201079116,95.69524985362465,63.796833235749766,143.54287478043696,106.32805539291627,47.84762492681232,15.949208308937441,10.632805539291628,8.506244431433302,6.379683323574977,6.379683323574977,6.379683323574977,3.1898416617874883
2024-08-02 18:00:00,110.75121555727524,49.83804700077386,188.27706644736793,265.8029173374606,166.1268233359129,88.6009724458202,143.97658022445782,99.67609400154772,66.45072933436515,149.5141410023216,110.75121555727524,49.83804700077386,16.612682333591287,11.075121555727526,8.86009724458202,6.645072933436515,6.645072933436515,6.645072933436515,3.3225364667182573
