snapshot,coal,diesel,hydro,import,oil,unserved
2024-08-01 00:00:00,0.0,23.25,876.5207552589702,50.0,160.0,107.57543171596129
2024-08-01 01:00:00,0.0,23.25,876.5216214860411,50.0,160.0,107.57566218723626
2024-08-01 02:00:00,0.0,23.25,876.5261826234937,50.0,160.0,107.57687573873947
2024-08-01 03:00:00,0.0,23.25,876.5472850036577,50.0,160.0,107.58249030866551
2024-08-01 04:00:00,0.0,23.25,876.632992157972,50.0,160.0,107.6052938411256
2024-08-01 05:00:00,0.0,23.25,876.9382248271409,50.0,160.0,107.6865050671307
2024-08-01 06:00:00,0.0,23.25,877.8899704001813,50.0,160.0,107.93972968113421
2024-08-01 07:00:00,0.0,23.25,727.5784784070652,50.0,160.0,261.53420040098234
2024-08-01 08:00:00,0.0,23.25,886.6390457847153,50.0,160.0,110.26753797348985
2024-08-01 09:00:00,0.0,23.25,899.3229333092872,50.0,160.0,113.64225555921307
2024-08-01 10:00:00,0.0,23.25,921.8690573880192,50.0,160.0,119.64095282540963
2024-08-01 11:00:00,0.0,23.25,956.115593977504,50.0,160.0,128.75270102206892
2024-08-01 12:00:00,0.0,23.25,866.9336783778342,50.0,160.0,273.3025469676716
2024-08-01 13:00:00,0.0,23.25,1040.9016326419958,50.0,160.0,157.00675946362819
2024-08-01 14:00:00,0.0,23.25,1074.0365354435094,50.0,160.0,169.99696016392303
2024-08-01 15:00:00,0.0,23.25,1092.0773672799576,50.0,160.0,177.06968428686895
2024-08-01 16:00:00,0.0,23.25,1099.334344801352,50.0,160.0,179.91470831018182
2024-08-01 17:00:00,0.0,23.25,1114.4463471121737,50.0,160.0,185.8392146887527
2024-08-01 18:00:00,0.0,23.25,1158.8945044843736,50.0,160.0,205.18488277983332
2024-08-01 19:00:00,0.0,23.25,1216.399820977967,50.0,160.0,258.72855911379645
2024-08-01 20:00:00,0.0,23.25,1098.0198357268412,55.05172605337441,160.0,483.10208570649223
2024-08-01 21:00:00,0.0,23.25,1189.98558960147,57.58671242883392,160.0,424.0658048490827
2024-08-01 22:00:00,0.0,23.25,1239.4700979532015,51.86355245957684,160.0,300.2374484967015
2024-08-01 23:00:00,0.0,23.25,1169.3951294435683,50.0,160.0,209.9867310684651
2024-08-02 00:00:00,0.0,23.25,847.6751326012011,50.0,160.0,99.90066876448248
2024-08-02 01:00:00,0.0,23.25,649.3240691149955,50.0,160.0,298.25279604808344
2024-08-02 02:00:00,0.0,23.25,847.6803971447889,50.0,160.0,99.9020694665773
2024-08-02 03:00:00,0.0,23.25,847.7008664535482,50.0,160.0,99.90751559940557
2024-08-02 04:00:00,0.0,23.25,847.7840023932329,50.0,160.0,99.9296350258918
2024-08-02 05:00:00,0.0,23.25,848.0800780823265,50.0,160.0,100.00840991511676
2024-08-02 06:00:00,0.0,23.25,650.3690914214598,50.0,160.0,298.88821765741636
2024-08-02 07:00:00,0.0,23.25,851.5185398716267,50.0,160.0,100.92325857217942
2024-08-02 08:00:00,0.0,23.25,857.4898744111738,50.0,160.0,102.51201183428516
2024-08-02 09:00:00,0.0,23.25,869.7932453100084,50.0,160.0,105.78548789243663
2024-08-02 10:00:00,0.0,23.25,736.9878521898028,50.0,160.0,266.27935771722315
2024-08-02 11:00:00,0.0,23.25,924.8821261581787,50.0,160.0,120.44261999140681
2024-08-02 12:00:00,0.0,23.25,967.3025093899789,50.0,160.0,131.7291291951618
2024-08-02 13:00:00,0.0,23.25,836.4065914826574,50.0,160.0,318.5670488597976
2024-08-02 14:00:00,0.0,23.25,1042.199439380204,50.0,160.0,157.51555135900534
2024-08-02 15:00:00,0.0,23.25,1059.699046261559,50.0,160.0,164.37609375826293
2024-08-02 16:00:00,0.0,23.25,1066.7383144573116,50.0,160.0,167.1357670608764
2024-08-02 17:00:00,0.0,23.25,1081.3969566988085,50.0,160.0,172.88253824809013
2024-08-02 18:00:00,0.0,23.25,976.3355753482947,50.0,160.0,339.82393029798607
2024-08-02 19:00:00,0.0,23.25,1040.0192985478438,50.0,160.0,383.8577301411666
2024-08-02 20:00:00,0.0,23.25,1236.4382406550358,51.15017427177315,160.0,294.0025231352974
